Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash und/oder Derivate","Money Market","24.953.478,45","0,12","24.953.478,45","24.953.478,00","1,00","Irland","-","USD"
"1299","AIA GROUP LTD","Financials","Aktien","24.953.332,48","0,12","24.953.332,48","2.812.400,00","8,87","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ENB","ENBRIDGE INC","Energie","Aktien","24.906.644,52","0,12","24.906.644,52","559.511,00","44,52","Kanada","Toronto Stock Exchange","CAD"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Aktien","24.887.094,21","0,12","24.887.094,21","137.871,00","180,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WELL","WELLTOWER INC","Immobilien","Aktien","24.818.307,48","0,12","24.818.307,48","159.953,00","155,16","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RHM","RHEINMETALL AG","Industrie","Aktien","24.745.597,60","0,11","24.745.597,60","11.501,00","2.151,59","Deutschland","Xetra","EUR"
"BMY","BRISTOL MYERS SQUIBB","Gesundheitsversorgung","Aktien","24.373.526,10","0,11","24.373.526,10","520.135,00","46,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FI","FISERV INC","Financials","Aktien","24.239.741,92","0,11","24.239.741,92","146.446,00","165,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CME","CME GROUP INC CLASS A","Financials","Aktien","24.164.402,60","0,11","24.164.402,60","87.845,00","275,08","Vereinigte Staaten","NASDAQ","USD"
"BBVA","BANCO BILBAO VIZCAYA ARGENTARIA SA","Financials","Aktien","23.577.665,01","0,11","23.577.665,01","1.558.798,00","15,13","Spanien","Bolsa De Madrid","EUR"
"8316","SUMITOMO MITSUI FINANCIAL GROUP IN","Financials","Aktien","23.500.288,40","0,11","23.500.288,40","948.800,00","24,77","Japan","Tokyo Stock Exchange","JPY"
"7974","NINTENDO LTD","Kommunikation","Aktien","23.465.076,51","0,11","23.465.076,51","272.600,00","86,08","Japan","Tokyo Stock Exchange","JPY"
"MCK","MCKESSON CORP","Gesundheitsversorgung","Aktien","23.261.069,79","0,11","23.261.069,79","32.781,00","709,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WM","WASTE MANAGEMENT INC","Industrie","Aktien","23.202.412,61","0,11","23.202.412,61","102.661,00","226,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DUK","DUKE ENERGY CORP","Versorger","Aktien","23.142.673,96","0,11","23.142.673,96","197.026,00","117,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BN","BROOKFIELD CORP CLASS A","Financials","Aktien","23.078.435,31","0,11","23.078.435,31","365.934,00","63,07","Kanada","Toronto Stock Exchange","CAD"
"BNP","BNP PARIBAS SA","Financials","Aktien","22.888.565,97","0,11","22.888.565,97","255.532,00","89,57","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CS","AXA SA","Financials","Aktien","22.849.024,44","0,11","22.849.024,44","468.696,00","48,75","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CDNS","CADENCE DESIGN SYSTEMS INC","IT","Aktien","22.669.946,60","0,11","22.669.946,60","70.711,00","320,60","Vereinigte Staaten","NASDAQ","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Nichtzyklische Konsumgüter","Aktien","22.574.092,32","0,10","22.574.092,32","336.024,00","67,18","Vereinigte Staaten","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Zyklische Konsumgüter ","Aktien","22.544.616,16","0,10","22.544.616,16","93.764,00","240,44","Vereinigte Staaten","NASDAQ","USD"
"PH","PARKER-HANNIFIN CORP","Industrie","Aktien","22.176.508,20","0,10","22.176.508,20","31.020,00","714,91","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NKE","NIKE INC CLASS B","Zyklische Konsumgüter ","Aktien","22.078.140,03","0,10","22.078.140,03","303.981,00","72,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Aktien","22.009.067,19","0,10","22.009.067,19","33.125,00","664,42","Deutschland","Xetra","EUR"
"ORLY","OREILLY AUTOMOTIVE INC","Zyklische Konsumgüter ","Aktien","21.908.174,40","0,10","21.908.174,40","239.120,00","91,62","Vereinigte Staaten","NASDAQ","USD"
"RMS","HERMES INTERNATIONAL","Zyklische Konsumgüter ","Aktien","21.822.638,89","0,10","21.822.638,89","7.661,00","2.848,52","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"MMM","3M","Industrie","Aktien","21.765.705,28","0,10","21.765.705,28","139.667,00","155,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CI","CIGNA","Gesundheitsversorgung","Aktien","21.707.460,06","0,10","21.707.460,06","71.578,00","303,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8035","TOKYO ELECTRON LTD","IT","Aktien","21.601.465,75","0,10","21.601.465,75","117.900,00","183,22","Japan","Tokyo Stock Exchange","JPY"
"KKR","KKR AND CO INC","Financials","Aktien","21.372.178,10","0,10","21.372.178,10","151.522,00","141,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MCO","MOODYS CORP","Financials","Aktien","21.172.079,52","0,10","21.172.079,52","42.384,00","499,53","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BP.","BP PLC","Energie","Aktien","21.112.836,76","0,10","21.112.836,76","3.888.265,00","5,43","Vereinigtes Königreich","London Stock Exchange","GBP"
"SHW","SHERWIN WILLIAMS","Materialien","Aktien","20.769.637,20","0,10","20.769.637,20","60.040,00","345,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BMO","BANK OF MONTREAL","Financials","Aktien","20.725.686,05","0,10","20.725.686,05","182.365,00","113,65","Kanada","Toronto Stock Exchange","CAD"
"RCL","ROYAL CARIBBEAN GROUP LTD","Zyklische Konsumgüter ","Aktien","20.680.929,94","0,10","20.680.929,94","61.094,00","338,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EL","ESSILORLUXOTTICA SA","Gesundheitsversorgung","Aktien","20.674.591,64","0,10","20.674.591,64","72.939,00","283,45","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SNPS","SYNOPSYS INC","IT","Aktien","20.667.633,12","0,10","20.667.633,12","36.954,00","559,28","Vereinigte Staaten","NASDAQ","USD"
"TDG","TRANSDIGM GROUP INC","Industrie","Aktien","20.446.823,04","0,09","20.446.823,04","13.251,00","1.543,04","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EMR","EMERSON ELECTRIC","Industrie","Aktien","20.358.491,40","0,09","20.358.491,40","145.314,00","140,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"2454","MEDIATEK INC","IT","Aktien","20.270.436,81","0,09","20.270.436,81","417.000,00","48,61","Taiwan","Taiwan Stock Exchange","TWD"
"CVS","CVS HEALTH CORP","Gesundheitsversorgung","Aktien","20.055.888,00","0,09","20.055.888,00","309.600,00","64,78","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"APP","APPLOVIN CORP CLASS A","IT","Aktien","19.986.034,20","0,09","19.986.034,20","59.642,00","335,10","Vereinigte Staaten","NASDAQ","USD"
"CTAS","CINTAS CORP","Industrie","Aktien","19.976.674,00","0,09","19.976.674,00","92.725,00","215,44","Vereinigte Staaten","NASDAQ","USD"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Aktien","19.833.215,32","0,09","19.833.215,32","100.666,00","197,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BA.","BAE SYSTEMS PLC","Industrie","Aktien","19.830.821,05","0,09","19.830.821,05","773.020,00","25,65","Vereinigtes Königreich","London Stock Exchange","GBP"
"2317","HON HAI PRECISION INDUSTRY LTD","IT","Aktien","19.503.397,23","0,09","19.503.397,23","3.527.760,00","5,53","Taiwan","Taiwan Stock Exchange","TWD"
"AJG","ARTHUR J GALLAGHER","Financials","Aktien","19.446.015,26","0,09","19.446.015,26","62.419,00","311,54","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financials","Aktien","19.410.040,31","0,09","19.410.040,31","745.461,00","26,04","Australien","Asx - All Markets","AUD"
"6098","RECRUIT HOLDINGS LTD","Industrie","Aktien","19.356.480,85","0,09","19.356.480,85","347.100,00","55,77","Japan","Tokyo Stock Exchange","JPY"
"CP","CANADIAN PACIFIC KANSAS CITY LTD","Industrie","Aktien","19.354.299,49","0,09","19.354.299,49","237.341,00","81,55","Kanada","Toronto Stock Exchange","CAD"
"GSK","GLAXOSMITHKLINE","Gesundheitsversorgung","Aktien","19.350.806,02","0,09","19.350.806,02","1.017.259,00","19,02","Vereinigtes Königreich","London Stock Exchange","GBP"
"ISP","INTESA SANPAOLO","Financials","Aktien","19.285.670,88","0,09","19.285.670,88","3.352.163,00","5,75","Italien","Borsa Italiana","EUR"
"ENEL","ENEL","Versorger","Aktien","19.243.878,28","0,09","19.243.878,28","2.060.719,00","9,34","Italien","Borsa Italiana","EUR"
"DG","VINCI SA","Industrie","Aktien","19.224.757,61","0,09","19.224.757,61","130.688,00","147,10","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CMG","CHIPOTLE MEXICAN GRILL INC","Zyklische Konsumgüter ","Aktien","19.167.904,00","0,09","19.167.904,00","342.284,00","56,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CSL","CSL LTD","Gesundheitsversorgung","Aktien","19.125.878,65","0,09","19.125.878,65","120.768,00","158,37","Australien","Asx - All Markets","AUD"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Aktien","19.086.318,90","0,09","19.086.318,90","194.085,00","98,34","Vereinigte Staaten","NASDAQ","USD"
"ELV","ELEVANCE HEALTH INC","Gesundheitsversorgung","Aktien","19.043.453,00","0,09","19.043.453,00","55.900,00","340,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ENR","SIEMENS ENERGY N AG","Industrie","Aktien","19.016.201,70","0,09","19.016.201,70","177.380,00","107,21","Deutschland","Xetra","EUR"
"PRX","PROSUS NV CLASS N","Zyklische Konsumgüter ","Aktien","18.902.592,18","0,09","18.902.592,18","333.885,00","56,61","Niederlande","Euronext Amsterdam","EUR"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Aktien","18.850.596,12","0,09","18.850.596,12","48.702,00","387,06","Vereinigte Staaten","NASDAQ","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Zyklische Konsumgüter ","Aktien","18.761.269,80","0,09","18.761.269,80","66.612,00","281,65","Vereinigte Staaten","NASDAQ","USD"
"HCA","HCA HEALTHCARE INC","Gesundheitsversorgung","Aktien","18.736.183,47","0,09","18.736.183,47","49.821,00","376,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ITW","ILLINOIS TOOL INC","Industrie","Aktien","18.728.525,20","0,09","18.728.525,20","72.116,00","259,70","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CSU","CONSTELLATION SOFTWARE INC","IT","Aktien","18.632.907,14","0,09","18.632.907,14","5.221,00","3.568,84","Kanada","Toronto Stock Exchange","CAD"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Zyklische Konsumgüter ","Aktien","18.618.316,09","0,09","18.618.316,09","67.139,00","277,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WMB","WILLIAMS INC","Energie","Aktien","18.602.687,28","0,09","18.602.687,28","319.524,00","58,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ZTS","ZOETIS INC CLASS A","Gesundheitsversorgung","Aktien","18.520.199,36","0,09","18.520.199,36","119.516,00","154,96","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrie","Aktien","18.459.799,41","0,09","18.459.799,41","182.283,00","101,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PDD","PDD HOLDINGS ADS INC","Zyklische Konsumgüter ","Aktien","18.450.311,88","0,09","18.450.311,88","175.868,00","104,91","China","NASDAQ","USD"
"AON","AON PLC CLASS A","Financials","Aktien","18.365.731,79","0,09","18.365.731,79","51.637,00","355,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financials","Aktien","18.299.143,11","0,08","18.299.143,11","250.534,00","73,04","Kanada","Toronto Stock Exchange","CAD"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energie","Aktien","18.228.781,34","0,08","18.228.781,34","568.596,00","32,06","Kanada","Toronto Stock Exchange","CAD"
"3690","MEITUAN","Zyklische Konsumgüter ","Aktien","18.222.267,52","0,08","18.222.267,52","1.192.040,00","15,29","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"WBC","WESTPAC BANKING CORPORATION CORP","Financials","Aktien","17.994.074,03","0,08","17.994.074,03","809.632,00","22,22","Australien","Asx - All Markets","AUD"
"D05","DBS GROUP HOLDINGS LTD","Financials","Aktien","17.990.736,25","0,08","17.990.736,25","500.838,00","35,92","Singapur","Singapore Exchange","SGD"
"8766","TOKIO MARINE HOLDINGS INC","Financials","Aktien","17.952.420,86","0,08","17.952.420,86","458.900,00","39,12","Japan","Tokyo Stock Exchange","JPY"
"HWM","HOWMET AEROSPACE INC","Industrie","Aktien","17.949.672,64","0,08","17.949.672,64","99.898,00","179,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Aktien","17.856.565,32","0,08","17.856.565,32","190.531,00","93,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MSI","MOTOROLA SOLUTIONS INC","IT","Aktien","17.783.618,38","0,08","17.783.618,38","42.746,00","416,03","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EQIX","EQUINIX REIT INC","Immobilien","Aktien","17.759.749,00","0,08","17.759.749,00","23.470,00","756,70","Vereinigte Staaten","NASDAQ","USD"
"INGA","ING GROEP NV","Financials","Aktien","17.728.038,44","0,08","17.728.038,44","777.945,00","22,79","Niederlande","Euronext Amsterdam","EUR"
"6861","KEYENCE CORP","IT","Aktien","17.688.745,63","0,08","17.688.745,63","46.900,00","377,16","Japan","Tokyo Stock Exchange","JPY"
"CL","COLGATE-PALMOLIVE","Nichtzyklische Konsumgüter","Aktien","17.432.268,00","0,08","17.432.268,00","194.600,00","89,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LSEG","LONDON STOCK EXCHANGE GROUP PLC","Financials","Aktien","17.320.019,35","0,08","17.320.019,35","119.408,00","145,05","Vereinigtes Königreich","London Stock Exchange","GBP"
"CSX","CSX CORP","Industrie","Aktien","17.304.658,80","0,08","17.304.658,80","507.468,00","34,10","Vereinigte Staaten","NASDAQ","USD"
"ECL","ECOLAB INC","Materialien","Aktien","17.291.800,08","0,08","17.291.800,08","64.773,00","266,96","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RIO","RIO TINTO PLC","Materialien","Aktien","17.263.221,71","0,08","17.263.221,71","286.793,00","60,19","Vereinigtes Königreich","London Stock Exchange","GBP"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industrie","Aktien","17.229.884,98","0,08","17.229.884,98","797.200,00","21,61","Japan","Tokyo Stock Exchange","JPY"
"LLOY","LLOYDS BANKING GROUP PLC","Financials","Aktien","17.201.300,19","0,08","17.201.300,19","16.829.433,00","1,02","Vereinigtes Königreich","London Stock Exchange","GBP"
"PYPL","PAYPAL HOLDINGS INC","Financials","Aktien","17.178.064,64","0,08","17.178.064,64","240.724,00","71,36","Vereinigte Staaten","NASDAQ","USD"
"EOG","EOG RESOURCES INC","Energie","Aktien","17.087.672,16","0,08","17.087.672,16","138.879,00","123,04","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GD","GENERAL DYNAMICS CORP","Industrie","Aktien","17.041.360,20","0,08","17.041.360,20","56.391,00","302,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9984","SOFTBANK GROUP CORP","Kommunikation","Aktien","16.995.453,47","0,08","16.995.453,47","236.500,00","71,86","Japan","Tokyo Stock Exchange","JPY"
"FTNT","FORTINET INC","IT","Aktien","16.887.946,92","0,08","16.887.946,92","170.482,00","99,06","Vereinigte Staaten","NASDAQ","USD"
"BARC","BARCLAYS PLC","Financials","Aktien","16.843.273,04","0,08","16.843.273,04","3.668.064,00","4,59","Vereinigtes Königreich","London Stock Exchange","GBP"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrie","Aktien","16.842.111,05","0,08","16.842.111,05","159.113,00","105,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NOC","NORTHROP GRUMMAN CORP","Industrie","Aktien","16.810.438,20","0,08","16.810.438,20","32.667,00","514,60","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NEM","NEWMONT","Materialien","Aktien","16.749.452,02","0,08","16.749.452,02","278.554,00","60,13","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NG.","NATIONAL GRID PLC","Versorger","Aktien","16.709.213,61","0,08","16.709.213,61","1.203.517,00","13,88","Vereinigtes Königreich","London Stock Exchange","GBP"
"VST","VISTRA CORP","Versorger","Aktien","16.662.907,12","0,08","16.662.907,12","84.764,00","196,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FCX","FREEPORT MCMORAN INC","Materialien","Aktien","16.606.801,04","0,08","16.606.801,04","358.214,00","46,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BNS","BANK OF NOVA SCOTIA","Financials","Aktien","16.591.661,46","0,08","16.591.661,46","304.336,00","54,52","Kanada","Toronto Stock Exchange","CAD"
"8411","MIZUHO FINANCIAL GROUP INC","Financials","Aktien","16.350.231,02","0,08","16.350.231,02","590.118,00","27,71","Japan","Tokyo Stock Exchange","JPY"
"USB","US BANCORP","Financials","Aktien","16.303.510,42","0,08","16.303.510,42","345.853,00","47,14","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AEM","AGNICO EAGLE MINES LTD","Materialien","Aktien","16.280.944,92","0,08","16.280.944,92","135.979,00","119,73","Kanada","Toronto Stock Exchange","CAD"
"CRH","CRH PUBLIC LIMITED PLC","Materialien","Aktien","16.235.277,08","0,08","16.235.277,08","170.467,00","95,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8058","MITSUBISHI CORP","Industrie","Aktien","16.232.745,22","0,08","16.232.745,22","826.300,00","19,65","Japan","Tokyo Stock Exchange","JPY"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materialien","Aktien","16.231.196,24","0,08","16.231.196,24","55.592,00","291,97","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DLR","DIGITAL REALTY TRUST REIT INC","Immobilien","Aktien","16.152.061,25","0,08","16.152.061,25","95.875,00","168,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SNOW","SNOWFLAKE INC","IT","Aktien","16.103.748,36","0,07","16.103.748,36","76.379,00","210,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NSC","NORFOLK SOUTHERN CORP","Industrie","Aktien","15.994.733,14","0,07","15.994.733,14","60.002,00","266,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8001","ITOCHU CORP","Industrie","Aktien","15.940.574,76","0,07","15.940.574,76","308.400,00","51,69","Japan","Tokyo Stock Exchange","JPY"
"AZO","AUTOZONE INC","Zyklische Konsumgüter ","Aktien","15.930.546,36","0,07","15.930.546,36","4.299,00","3.705,64","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CARR","CARRIER GLOBAL CORP","Industrie","Aktien","15.864.477,48","0,07","15.864.477,48","207.054,00","76,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Industrie","Aktien","15.789.846,71","0,07","15.789.846,71","134.493,00","117,40","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"4063","SHIN ETSU CHEMICAL LTD","Materialien","Aktien","15.770.535,74","0,07","15.770.535,74","495.000,00","31,86","Japan","Tokyo Stock Exchange","JPY"
"ADSK","AUTODESK INC","IT","Aktien","15.676.044,12","0,07","15.676.044,12","55.908,00","280,39","Vereinigte Staaten","NASDAQ","USD"
"MRVL","MARVELL TECHNOLOGY INC","IT","Aktien","15.661.734,00","0,07","15.661.734,00","215.400,00","72,71","Vereinigte Staaten","NASDAQ","USD"
"TEL","TE CONNECTIVITY PLC","IT","Aktien","15.516.075,77","0,07","15.516.075,77","87.607,00","177,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
